,Unnamed: 0,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
432,432,Ahmedabad,2016-03-08,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
435,435,Ahmedabad,2016-03-11,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
437,437,Ahmedabad,2016-03-13,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
439,439,Ahmedabad,2016-03-15,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
441,441,Ahmedabad,2016-03-17,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
442,442,Ahmedabad,2016-03-18,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
449,449,Ahmedabad,2016-03-25,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
452,452,Ahmedabad,2016-03-28,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
454,454,Ahmedabad,2016-03-30,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
455,455,Ahmedabad,2016-03-31,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
459,459,Ahmedabad,2016-04-04,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
460,460,Ahmedabad,2016-04-05,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
461,461,Ahmedabad,2016-04-06,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
463,463,Ahmedabad,2016-04-08,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
468,468,Ahmedabad,2016-04-13,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
469,469,Ahmedabad,2016-04-14,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
479,479,Ahmedabad,2016-04-24,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
482,482,Ahmedabad,2016-04-27,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
490,490,Ahmedabad,2016-05-05,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
491,491,Ahmedabad,2016-05-06,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
493,493,Ahmedabad,2016-05-08,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
499,499,Ahmedabad,2016-05-14,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
500,500,Ahmedabad,2016-05-15,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
504,504,Ahmedabad,2016-05-19,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
508,508,Ahmedabad,2016-05-23,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
509,509,Ahmedabad,2016-05-24,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
514,514,Ahmedabad,2016-05-29,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
518,518,Ahmedabad,2016-06-02,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
520,520,Ahmedabad,2016-06-04,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
523,523,Ahmedabad,2016-06-07,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
525,525,Ahmedabad,2016-06-09,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
526,526,Ahmedabad,2016-06-10,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
527,527,Ahmedabad,2016-06-11,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
536,536,Ahmedabad,2016-06-20,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
538,538,Ahmedabad,2016-06-22,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
546,546,Ahmedabad,2016-06-30,30.16,118.12710293078102,10.41,15.99,26.4,23.483476019371977,10.41,1.6,23.76,0.0,0.0,0.0,256.0,Poor
547,547,Ahmedabad,2016-07-01,29.42,118.12710293078102,9.39,10.11,19.5,23.483476019371977,9.39,1.57,16.42,0.0,0.0,0.0,257.0,Poor
552,552,Ahmedabad,2016-07-06,49.04,118.12710293078102,7.38,1.65,9.03,23.483476019371977,7.38,1.44,15.33,0.0,0.0,0.0,169.0,Moderate
554,554,Ahmedabad,2016-07-08,46.3,118.12710293078102,7.3,1.8,9.1,23.483476019371977,7.3,1.8,24.0,0.0,0.0,0.0,166.4635814889336,Moderate
555,555,Ahmedabad,2016-07-09,39.15,118.12710293078102,7.05,1.9,8.95,23.483476019371977,7.05,1.4,15.0,0.0,0.0,0.0,166.4635814889336,Moderate
556,556,Ahmedabad,2016-07-10,45.3,118.12710293078102,6.7,2.5,9.3,23.483476019371977,6.7,0.9,27.0,0.0,0.0,0.0,166.4635814889336,Moderate
560,560,Ahmedabad,2016-07-14,38.13,118.12710293078102,46.51,48.06,43.98,23.483476019371977,46.51,23.13,34.49143047551808,0.0,0.0,0.0,1842.0,Severe
563,563,Ahmedabad,2016-07-17,34.19,118.12710293078102,6.02,34.38,20.93,23.483476019371977,6.02,14.17,34.49143047551808,0.0,0.0,0.0,124.0,Moderate
564,564,Ahmedabad,2016-07-18,32.92,118.12710293078102,4.92,36.8,25.92,23.483476019371977,4.92,14.66,34.49143047551808,0.0,0.0,0.0,145.0,Moderate
566,566,Ahmedabad,2016-07-20,31.71,118.12710293078102,1.67,22.75,18.5,23.483476019371977,1.67,15.47,34.49143047551808,0.0,0.0,0.0,557.0,Severe
567,567,Ahmedabad,2016-07-21,33.48,118.12710293078102,1.94,30.88,27.87,23.483476019371977,1.94,14.26,34.49143047551808,0.0,0.0,0.0,114.0,Moderate
571,571,Ahmedabad,2016-07-25,43.71,118.12710293078102,8.85,39.95,40.31,23.483476019371977,8.85,15.37,34.49143047551808,0.0,0.0,0.0,275.0,Poor
573,573,Ahmedabad,2016-07-27,36.54,118.12710293078102,18.76,20.32,33.01,23.483476019371977,18.76,16.78,11.46,6.37,11.68,8.7,336.0,Very Poor
574,574,Ahmedabad,2016-07-28,36.87,118.12710293078102,26.51,23.28,47.75,23.483476019371977,26.51,13.74,4.91,4.83,12.77,6.74,468.0,Severe
575,575,Ahmedabad,2016-07-29,46.19,118.12710293078102,86.72,29.66,116.39,23.483476019371977,86.72,14.31,4.77,5.5,26.78,0.99,776.0,Severe
576,576,Ahmedabad,2016-07-30,48.44,118.12710293078102,84.21,30.66,114.87,23.483476019371977,84.21,15.67,4.26,1.62,7.1,0.23,805.0,Severe
580,580,Ahmedabad,2016-08-03,44.59,118.12710293078102,89.85,29.34,119.19,23.483476019371977,89.85,14.18,4.91,0.13,0.0,0.0,798.0,Severe
586,586,Ahmedabad,2016-08-09,38.06,118.12710293078102,6.96,22.63,29.58,23.483476019371977,6.96,14.75,3.47,2.67,6.25,1.44,257.0,Poor
590,590,Ahmedabad,2016-08-13,60.18,118.12710293078102,8.64,13.25,21.89,23.483476019371977,8.64,15.3,13.19,3.04,10.46,2.29,296.0,Poor
597,597,Ahmedabad,2016-08-20,53.5,118.12710293078102,12.0,14.19,26.57,23.483476019371977,12.0,16.32,5.48,7.94,13.77,2.91,252.0,Poor
599,599,Ahmedabad,2016-08-22,63.27,118.12710293078102,8.82,13.23,25.6,23.483476019371977,8.82,24.81,8.68,4.04,11.75,1.63,282.0,Poor
602,602,Ahmedabad,2016-08-25,33.76,118.12710293078102,9.15,12.22,21.37,23.483476019371977,9.15,17.68,8.36,2.68,8.58,1.24,207.0,Poor
603,603,Ahmedabad,2016-08-26,35.95,118.12710293078102,10.05,9.75,19.8,23.483476019371977,10.05,16.66,8.61,2.59,9.85,1.74,218.0,Poor
606,606,Ahmedabad,2016-08-29,52.27,118.12710293078102,10.79,9.23,20.02,23.483476019371977,10.79,19.62,9.14,4.67,8.96,1.89,247.0,Poor
609,609,Ahmedabad,2016-09-01,30.81,118.12710293078102,9.36,7.86,17.22,23.483476019371977,9.36,17.58,15.72,1.96,4.87,0.97,217.0,Poor
612,612,Ahmedabad,2016-09-04,36.44,118.12710293078102,9.59,7.07,16.66,23.483476019371977,9.59,17.76,14.99,1.53,5.32,0.59,225.0,Poor
614,614,Ahmedabad,2016-09-06,34.23,118.12710293078102,10.17,7.14,17.3,23.483476019371977,10.17,18.76,13.79,1.35,3.9,0.58,237.0,Poor
616,616,Ahmedabad,2016-09-08,35.99,118.12710293078102,9.91,8.65,18.56,23.483476019371977,9.91,19.29,18.16,1.77,4.13,2.96,220.0,Poor
617,617,Ahmedabad,2016-09-09,37.93,118.12710293078102,9.75,9.2,18.95,23.483476019371977,9.75,19.07,15.42,2.23,4.58,1.11,221.0,Poor
618,618,Ahmedabad,2016-09-10,31.94,118.12710293078102,9.5,7.84,17.34,23.483476019371977,9.5,16.87,14.27,1.12,3.59,0.65,226.0,Poor
623,623,Ahmedabad,2016-09-15,57.01,118.12710293078102,13.68,11.99,25.67,23.483476019371977,13.68,18.36,20.81,3.0,15.01,4.97,306.0,Very Poor
624,624,Ahmedabad,2016-09-16,53.94,118.12710293078102,10.01,12.54,22.55,23.483476019371977,10.01,18.85,24.79,2.72,9.57,2.13,249.0,Poor
628,628,Ahmedabad,2016-09-20,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,166.4635814889336,Moderate
633,633,Ahmedabad,2016-09-25,34.16,118.12710293078102,9.66,5.46,15.12,23.483476019371977,9.66,18.59,17.44,0.63,3.06,0.47,212.0,Poor
634,634,Ahmedabad,2016-09-26,30.07,118.12710293078102,9.82,5.73,15.55,23.483476019371977,9.82,18.28,17.65,1.65,3.38,0.6,214.0,Poor
636,636,Ahmedabad,2016-09-28,38.47,118.12710293078102,10.63,5.7,16.34,23.483476019371977,10.63,17.44,17.34,1.28,3.62,0.78,216.0,Poor
638,638,Ahmedabad,2016-09-30,38.1,118.12710293078102,10.2,7.04,17.24,23.483476019371977,10.2,18.46,16.83,1.6,3.68,0.3,225.0,Poor
640,640,Ahmedabad,2016-10-02,41.81,118.12710293078102,10.75,9.77,20.52,23.483476019371977,10.75,18.03,22.44,1.4,4.97,0.05,298.0,Poor
641,641,Ahmedabad,2016-10-03,75.03,118.12710293078102,11.23,9.47,20.7,23.483476019371977,11.23,17.61,41.28,1.76,6.56,0.02,267.0,Poor
642,642,Ahmedabad,2016-10-04,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,3.2808403045005514,8.700972080037232,3.0701278234985114,236.0,Poor
644,644,Ahmedabad,2016-10-06,75.06,118.12710293078102,14.78,6.35,21.13,23.483476019371977,14.78,19.31,6.0,4.41,7.7,0.0,301.0,Very Poor
645,645,Ahmedabad,2016-10-07,85.36,118.12710293078102,14.48,7.59,22.5,23.483476019371977,14.48,7.63,20.62,3.14,11.29,0.0,311.0,Very Poor
647,647,Ahmedabad,2016-10-09,86.63,118.12710293078102,11.74,6.39,18.13,23.483476019371977,11.74,9.97,20.38,0.36,0.76,0.0,267.0,Poor
648,648,Ahmedabad,2016-10-10,70.34,118.12710293078102,11.25,7.1,18.35,23.483476019371977,11.25,12.49,20.13,0.0,0.0,0.0,232.0,Poor
651,651,Ahmedabad,2016-10-13,48.23,118.12710293078102,11.09,9.01,19.25,23.483476019371977,11.09,18.51,18.52,0.01,0.02,0.0,236.0,Poor
653,653,Ahmedabad,2016-10-15,155.68,118.12710293078102,16.66,19.69,36.35,23.483476019371977,16.66,61.24,33.7,0.0,0.0,0.0,395.0,Very Poor
656,656,Ahmedabad,2016-10-18,87.09,118.12710293078102,10.15,13.98,24.12,23.483476019371977,10.15,18.17,29.43,3.79,7.38,2.49,315.0,Very Poor
659,659,Ahmedabad,2016-10-21,106.86,118.12710293078102,9.38,10.22,19.6,23.483476019371977,9.38,30.72,36.65,3.81,11.32,5.67,355.0,Very Poor
664,664,Ahmedabad,2016-10-26,109.22,118.12710293078102,11.05,13.21,24.26,23.483476019371977,11.05,60.04,33.06,3.87,10.35,5.17,278.0,Poor
665,665,Ahmedabad,2016-10-27,122.63,118.12710293078102,18.84,16.36,35.2,23.483476019371977,18.84,24.52,31.59,4.44,18.43,10.12,390.0,Very Poor
668,668,Ahmedabad,2016-10-30,182.59,118.12710293078102,26.06,18.2,44.25,23.483476019371977,26.06,23.81,41.0,8.18,19.9,10.1,457.0,Severe
672,672,Ahmedabad,2016-11-03,152.03,118.12710293078102,10.97,12.7,23.67,23.483476019371977,10.97,16.78,56.43,1.56,5.4,4.23,390.0,Very Poor
676,676,Ahmedabad,2016-11-07,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
682,682,Ahmedabad,2016-11-13,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
685,685,Ahmedabad,2016-11-16,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
687,687,Ahmedabad,2016-11-18,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
688,688,Ahmedabad,2016-11-19,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
689,689,Ahmedabad,2016-11-20,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
692,692,Ahmedabad,2016-11-23,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
695,695,Ahmedabad,2016-11-26,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
703,703,Ahmedabad,2016-12-04,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
710,710,Ahmedabad,2016-12-11,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
715,715,Ahmedabad,2016-12-16,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
718,718,Ahmedabad,2016-12-19,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
721,721,Ahmedabad,2016-12-22,67.45057794890272,118.12710293078102,17.574729662029284,28.56065906112677,32.30912333307005,23.483476019371977,2.2485982090855985,14.53197725591,34.49143047551808,0.0,0.0,0.0,166.4635814889336,Moderate
